species,long,lat
physeter_macrocephalus,-61.442258,15.28941217
physeter_macrocephalus,-61.45350717,15.29874633
physeter_macrocephalus,-61.47601083,15.312227
physeter_macrocephalus,-61.47713733,15.31728567
physeter_macrocephalus,-61.481343,15.31914183
physeter_macrocephalus,-61.45700467,15.28756683
physeter_macrocephalus,-61.4486845,15.27779817
physeter_macrocephalus,-61.40304933,15.24517183
physeter_macrocephalus,-61.50679717,15.27057233
physeter_macrocephalus,-61.492308,15.247956
physeter_macrocephalus,-61.50335333,15.26162983
physeter_macrocephalus,-61.489277,15.21946017
physeter_macrocephalus,-61.48992617,15.21395633
physeter_macrocephalus,-61.48872983,15.21274383
physeter_macrocephalus,-61.47789367,15.22158983
physeter_macrocephalus,-61.45383433,15.21591433
physeter_macrocephalus,-61.45023483,15.22475483
physeter_macrocephalus,-61.42085933,15.223387
physeter_macrocephalus,-61.41292533,15.22715817
physeter_macrocephalus,-61.41077417,15.23514033
physeter_macrocephalus,-61.41077417,15.23514033
physeter_macrocephalus,-61.41077417,15.23514033
physeter_macrocephalus,-61.40794167,15.2169175
physeter_macrocephalus,-61.40725517,15.21585533
physeter_macrocephalus,-61.3943,15.2312565
physeter_macrocephalus,-61.411434,15.26347517
physeter_macrocephalus,-61.41247467,15.28009417
physeter_macrocephalus,-61.42752183,15.30709867
physeter_macrocephalus,-61.46734733,15.30181467
physeter_macrocephalus,-61.469182,15.27423617
physeter_macrocephalus,-61.45854433,15.25920517
physeter_macrocephalus,-61.45027767,15.2390295
physeter_macrocephalus,-61.4191265,15.20376917
physeter_macrocephalus,-61.41397133,15.21454633
physeter_macrocephalus,-61.41096183,15.24701717
physeter_macrocephalus,-61.422297,15.26632367
physeter_macrocephalus,-61.42689967,15.265975
physeter_macrocephalus,-61.455036,15.302909
physeter_macrocephalus,-61.47901483,15.32212983
physeter_macrocephalus,-61.4867075,15.33812117
physeter_macrocephalus,-61.48871383,15.34513233
physeter_macrocephalus,-61.433015,15.31997333
physeter_macrocephalus,-61.43338517,15.32481733
physeter_macrocephalus,-61.4421775,15.34923083
physeter_macrocephalus,-61.4479495,15.35999183
physeter_macrocephalus,-61.4479495,15.35999183
physeter_macrocephalus,-61.45115217,15.34959017
physeter_macrocephalus,-61.42826217,15.313595
physeter_macrocephalus,-61.437387,15.33004233
physeter_macrocephalus,-61.450106,15.35991133
physeter_macrocephalus,-61.4532765,15.36175133
physeter_macrocephalus,-61.53005733,15.32047217
physeter_macrocephalus,-61.45709583,15.33336283
physeter_macrocephalus,-61.45094283,15.30837533
physeter_macrocephalus,-61.4679105,15.36707817
physeter_macrocephalus,-61.46437533,15.3654635
physeter_macrocephalus,-61.46468117,15.3660805
physeter_macrocephalus,-61.45677933,15.343287
physeter_macrocephalus,-61.45659167,15.34810967
physeter_macrocephalus,-61.43703833,15.31348233
physeter_macrocephalus,-61.44025167,15.3113795
physeter_macrocephalus,-61.45203733,15.28501333
physeter_macrocephalus,-61.46335083,15.2891225
physeter_macrocephalus,-61.464472,15.31496833
physeter_macrocephalus,-61.46745467,15.3234655
physeter_macrocephalus,-61.4726795,15.33920467
physeter_macrocephalus,-61.4828665,15.352766
physeter_macrocephalus,-61.48648217,15.34414533
physeter_macrocephalus,-61.48648217,15.34414533
physeter_macrocephalus,-61.47940117,15.32555767
physeter_macrocephalus,-61.467476,15.30249067
physeter_macrocephalus,-61.467476,15.30249067
physeter_macrocephalus,-61.43385717,15.281607
physeter_macrocephalus,-61.42864833,15.27291117
physeter_macrocephalus,-61.4232465,15.266903
physeter_macrocephalus,-61.42076267,15.26166733
physeter_macrocephalus,-61.4093955,15.23136917
physeter_macrocephalus,-61.40569933,15.22115533
physeter_macrocephalus,-61.48422917,15.31223783
physeter_macrocephalus,-61.4883705,15.31281183
physeter_macrocephalus,-61.4883115,15.31815467
physeter_macrocephalus,-61.47583917,15.31627717
physeter_macrocephalus,-61.49692133,15.3523475
physeter_macrocephalus,-61.48816667,15.35775483
physeter_macrocephalus,-61.46568433,15.352251
physeter_macrocephalus,-61.45381817,15.33957483
physeter_macrocephalus,-61.44495083,15.3213305
physeter_macrocephalus,-61.45270783,15.30559667
physeter_macrocephalus,-61.505837,15.2464485
physeter_macrocephalus,-61.50712983,15.2534705
physeter_macrocephalus,-61.47643467,15.26415117
physeter_macrocephalus,-61.43771433,15.2169335
physeter_macrocephalus,-61.41544117,15.19214983
physeter_macrocephalus,-61.44926383,15.21302817
physeter_macrocephalus,-61.48254467,15.26800283
physeter_macrocephalus,-61.4962025,15.268314
physeter_macrocephalus,-61.4962025,15.268314
physeter_macrocephalus,-61.45211767,15.34901617
physeter_macrocephalus,-61.5106865,15.34048683
physeter_macrocephalus,-61.5106865,15.34048683
physeter_macrocephalus,-61.471655,15.27359783
physeter_macrocephalus,-61.46985783,15.269022
physeter_macrocephalus,-61.486214,15.29621433
physeter_macrocephalus,-61.44503667,15.27878533
physeter_macrocephalus,-61.40707267,15.26341617
physeter_macrocephalus,-61.4092935,15.242511
physeter_macrocephalus,-61.4219805,15.22915367
physeter_macrocephalus,-61.442274,15.27450983
physeter_macrocephalus,-61.45465517,15.27384467
physeter_macrocephalus,-61.422372,15.23115467
physeter_macrocephalus,-61.463324,15.29582267
physeter_macrocephalus,-61.43755867,15.27162917
physeter_macrocephalus,-61.42780617,15.24666317
physeter_macrocephalus,-61.4306815,15.2452415
physeter_macrocephalus,-61.43939333,15.22067783
physeter_macrocephalus,-61.41272683,15.259999
physeter_macrocephalus,-61.39873633,15.22956133
physeter_macrocephalus,-61.40731417,15.23016217
physeter_macrocephalus,-61.41048983,15.2316695
physeter_macrocephalus,-61.413612,15.252741
physeter_macrocephalus,-61.54803883,15.33148
physeter_macrocephalus,-61.53827567,15.30590783
physeter_macrocephalus,-61.5344615,15.29450833
physeter_macrocephalus,-61.520911,15.27019683
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.376281,15.28460567
physeter_macrocephalus,-61.42163717,15.27554517
physeter_macrocephalus,-61.461704,15.24317083
physeter_macrocephalus,-61.46530883,15.25795517
physeter_macrocephalus,-61.45246633,15.27852783
physeter_macrocephalus,-61.43666283,15.28579117
physeter_macrocephalus,-61.43449017,15.29933633
physeter_macrocephalus,-61.43858333,15.30138017
physeter_macrocephalus,-61.48667533,15.32630867
physeter_macrocephalus,-61.48155233,15.32059017
physeter_macrocephalus,-61.45122183,15.3250855
physeter_macrocephalus,-61.45056733,15.3182835
physeter_macrocephalus,-61.44450017,15.31648633
physeter_macrocephalus,-61.43724217,15.32086383
physeter_macrocephalus,-61.4280905,15.31384167
physeter_macrocephalus,-61.55710467,15.3305895
physeter_macrocephalus,-61.54225067,15.29949733
physeter_macrocephalus,-61.53732083,15.275395
physeter_macrocephalus,-61.515053,15.25833067
physeter_macrocephalus,-61.50013467,15.25397483
physeter_macrocephalus,-61.49565533,15.25219917
physeter_macrocephalus,-61.48240517,15.22623
physeter_macrocephalus,-61.4584745,15.20991683
physeter_macrocephalus,-61.44659233,15.26639883
physeter_macrocephalus,-61.4600195,15.29468533
physeter_macrocephalus,-61.454478,15.30943217
physeter_macrocephalus,-61.45292767,15.31098783
physeter_macrocephalus,-61.45128617,15.3101885
physeter_macrocephalus,-61.44544433,15.32551467
physeter_macrocephalus,-61.44602367,15.33737
physeter_macrocephalus,-61.46894583,15.34728883
physeter_macrocephalus,-61.46516933,15.366075
physeter_macrocephalus,-61.482829,15.359611
physeter_macrocephalus,-61.4796265,15.35152683
physeter_macrocephalus,-61.45658633,15.3212875
physeter_macrocephalus,-61.45658633,15.3212875
physeter_macrocephalus,-61.46939117,15.31213583
physeter_macrocephalus,-61.4742835,15.29297417
physeter_macrocephalus,-61.4815255,15.30005517
physeter_macrocephalus,-61.46798033,15.30127283
physeter_macrocephalus,-61.4359815,15.3160305
physeter_macrocephalus,-61.43752117,15.341152
physeter_macrocephalus,-61.45313167,15.37210467
physeter_macrocephalus,-61.45417767,15.380913
physeter_macrocephalus,-61.45417767,15.380913
physeter_macrocephalus,-61.4582815,15.37942167
physeter_macrocephalus,-61.49522083,15.2468295
physeter_macrocephalus,-61.44423733,15.21409567
physeter_macrocephalus,-61.43993517,15.26071783
physeter_macrocephalus,-61.42451783,15.2803195
physeter_macrocephalus,-61.420473,15.26376483
physeter_macrocephalus,-61.4429445,15.25724717
physeter_macrocephalus,-61.41891733,15.2519095
physeter_macrocephalus,-61.40755017,15.24319767
physeter_macrocephalus,-61.39704667,15.25380317
physeter_macrocephalus,-61.39704667,15.25380317
physeter_macrocephalus,-61.405855,15.25768167
physeter_macrocephalus,-61.4071585,15.26958
physeter_macrocephalus,-61.47635417,15.41865717
physeter_macrocephalus,-61.47276,15.39511267
physeter_macrocephalus,-61.47197683,15.39325117
physeter_macrocephalus,-61.46076517,15.36028683
physeter_macrocephalus,-61.46444517,15.347938
physeter_macrocephalus,-61.45168317,15.32916783
physeter_macrocephalus,-61.46155367,15.31643267
physeter_macrocephalus,-61.46374783,15.31836933
physeter_macrocephalus,-61.46148933,15.30070433
physeter_macrocephalus,-61.47409567,15.30489933
physeter_macrocephalus,-61.43755867,15.30214733
physeter_macrocephalus,-61.42473233,15.3082305
physeter_macrocephalus,-61.414658,15.27938067
physeter_macrocephalus,-61.40880533,15.26683333
physeter_macrocephalus,-61.40880533,15.26683333
physeter_macrocephalus,-61.4063915,15.26491817
physeter_macrocephalus,-61.40315667,15.26419933
physeter_macrocephalus,-61.40315667,15.26419933
physeter_macrocephalus,-61.39811417,15.229438
physeter_macrocephalus,-61.40753933,15.2171695
physeter_macrocephalus,-61.37563717,15.28355967
physeter_macrocephalus,-61.37563717,15.28355967
physeter_macrocephalus,-61.40538833,15.27180083
physeter_macrocephalus,-61.41908367,15.27160233
physeter_macrocephalus,-61.42743067,15.2476395
physeter_macrocephalus,-61.4443715,15.25736517
physeter_macrocephalus,-61.45543833,15.261721
physeter_macrocephalus,-61.400571,15.24685617
physeter_macrocephalus,-61.3923045,15.23781183
physeter_macrocephalus,-61.3871385,15.25134083
physeter_macrocephalus,-61.4276185,15.26424233
physeter_macrocephalus,-61.4276185,15.26424233
physeter_macrocephalus,-61.44706983,15.35121567
physeter_macrocephalus,-61.578777,15.42191867
physeter_macrocephalus,-61.54355417,15.39911983
physeter_macrocephalus,-61.4979245,15.36529717
physeter_macrocephalus,-61.49970017,15.36634333
physeter_macrocephalus,-61.46309867,15.345009
physeter_macrocephalus,-61.45235917,15.310505
physeter_macrocephalus,-61.45927383,15.31665267
physeter_macrocephalus,-61.46556633,15.30529083
physeter_macrocephalus,-61.48089783,15.33264933
physeter_macrocephalus,-61.4836175,15.339194
physeter_macrocephalus,-61.48488367,15.34047067
physeter_macrocephalus,-61.485978,15.34124317
physeter_macrocephalus,-61.49666917,15.35922467
physeter_macrocephalus,-61.4948345,15.36055517
physeter_macrocephalus,-61.486037,15.36204633
physeter_macrocephalus,-61.45379683,15.34873733
physeter_macrocephalus,-61.45379683,15.34873733
physeter_macrocephalus,-61.4302255,15.32230683
physeter_macrocephalus,-61.42226467,15.277487
physeter_macrocephalus,-61.445793,15.294841
physeter_macrocephalus,-61.48297917,15.34312617
physeter_macrocephalus,-61.49148717,15.35113517
physeter_macrocephalus,-61.4398815,15.2784365
physeter_macrocephalus,-61.4398815,15.2784365
physeter_macrocephalus,-61.435724,15.264237
physeter_macrocephalus,-61.43668433,15.2634805
physeter_macrocephalus,-61.42436217,15.259527
physeter_macrocephalus,-61.4294155,15.24924333
physeter_macrocephalus,-61.43056883,15.247205
physeter_macrocephalus,-61.43201717,15.24716733
physeter_macrocephalus,-61.4357295,15.24360533
physeter_macrocephalus,-61.43534317,15.25995617
physeter_macrocephalus,-61.42459833,15.30226
physeter_macrocephalus,-61.42733417,15.31245767
physeter_macrocephalus,-61.42726967,15.31176567
physeter_macrocephalus,-61.436931,15.33702683
physeter_macrocephalus,-61.441008,15.34588883
physeter_macrocephalus,-61.46014283,15.3668905
physeter_macrocephalus,-61.47283517,15.36982483
physeter_macrocephalus,-61.46766917,15.3817285
physeter_macrocephalus,-61.45809367,15.3814065
physeter_macrocephalus,-61.4601965,15.36412783
physeter_macrocephalus,-61.457584,15.36091983
physeter_macrocephalus,-61.44226867,15.33112583
physeter_macrocephalus,-61.43368017,15.32950583
physeter_macrocephalus,-61.55951333,15.44903583
physeter_macrocephalus,-61.55967433,15.44967417
physeter_macrocephalus,-61.55921833,15.45235633
physeter_macrocephalus,-61.54869333,15.4702575
physeter_macrocephalus,-61.54869333,15.4702575
physeter_macrocephalus,-61.54671383,15.47414667
physeter_macrocephalus,-61.52843733,15.48481117
physeter_macrocephalus,-61.52843733,15.48481117
physeter_macrocephalus,-61.52497717,15.4862595
physeter_macrocephalus,-61.52497717,15.4862595
physeter_macrocephalus,-61.5236845,15.4868925
physeter_macrocephalus,-61.5215225,15.466674
physeter_macrocephalus,-61.52327133,15.4381835
physeter_macrocephalus,-61.52327133,15.4381835
physeter_macrocephalus,-61.52058917,15.4387415
physeter_macrocephalus,-61.50508067,15.4314995
physeter_macrocephalus,-61.5116735,15.42281983
physeter_macrocephalus,-61.50711367,15.41932767
physeter_macrocephalus,-61.51160383,15.421114
physeter_macrocephalus,-61.5105845,15.42256233
physeter_macrocephalus,-61.50603017,15.42383917
physeter_macrocephalus,-61.5013255,15.40650133
physeter_macrocephalus,-61.49986633,15.39201733
physeter_macrocephalus,-61.47846233,15.3691435
physeter_macrocephalus,-61.479546,15.365823
physeter_macrocephalus,-61.47300133,15.34785217
physeter_macrocephalus,-61.46284117,15.34127533
physeter_macrocephalus,-61.42707667,15.19932217
physeter_macrocephalus,-61.43285417,15.18530483
physeter_macrocephalus,-61.45658633,15.31244167
physeter_macrocephalus,-61.47675117,15.36256133
physeter_macrocephalus,-61.47771133,15.36222883
physeter_macrocephalus,-61.487303,15.40336317
physeter_macrocephalus,-61.49727,15.452115
physeter_macrocephalus,-61.49584317,15.45256017
physeter_macrocephalus,-61.50087483,15.453794
physeter_macrocephalus,-61.50087483,15.453794
physeter_macrocephalus,-61.52212867,15.48017083
physeter_macrocephalus,-61.57162617,15.5036295
physeter_macrocephalus,-61.47122583,15.31415283
physeter_macrocephalus,-61.434957,15.29699217
physeter_macrocephalus,-61.43484967,15.29538283
physeter_macrocephalus,-61.42060717,15.27168283
physeter_macrocephalus,-61.40869283,15.24970483
physeter_macrocephalus,-61.40701367,15.23516717
physeter_macrocephalus,-61.41170217,15.221107
physeter_macrocephalus,-61.413156,15.21878417
physeter_macrocephalus,-61.4149905,15.2146215
physeter_macrocephalus,-61.41551633,15.21076983
physeter_macrocephalus,-61.42121333,15.21686917
physeter_macrocephalus,-61.42794567,15.24423833
physeter_macrocephalus,-61.42611633,15.24914683
physeter_macrocephalus,-61.434045,15.2677185
physeter_macrocephalus,-61.44661383,15.27334033
physeter_macrocephalus,-61.4030225,15.252843
physeter_macrocephalus,-61.398039,15.23504917
physeter_macrocephalus,-61.4137245,15.2418835
physeter_macrocephalus,-61.41793567,15.26780967
physeter_macrocephalus,-61.41224933,15.27475117
physeter_macrocephalus,-61.40730867,15.277487
physeter_macrocephalus,-61.41877783,15.28272267
physeter_macrocephalus,-61.482255,15.35973433
physeter_macrocephalus,-61.488923,15.364498
physeter_macrocephalus,-61.502629,15.38007083
physeter_macrocephalus,-61.50384683,15.390805
physeter_macrocephalus,-61.51008567,15.42049167
physeter_macrocephalus,-61.52041217,15.45532283
physeter_macrocephalus,-61.506867,15.478744
physeter_macrocephalus,-61.49873983,15.456562
physeter_macrocephalus,-61.50353567,15.448966
physeter_macrocephalus,-61.50338017,15.436703
physeter_macrocephalus,-61.49571967,15.43043733
physeter_macrocephalus,-61.50469967,15.420143
physeter_macrocephalus,-61.48810767,15.38554783
physeter_macrocephalus,-61.4798195,15.371005
physeter_macrocephalus,-61.4910205,15.40334167
physeter_macrocephalus,-61.53138233,15.3959335
physeter_macrocephalus,-61.5340055,15.395574
physeter_macrocephalus,-61.54614517,15.39042417
physeter_macrocephalus,-61.5517725,15.396266
physeter_macrocephalus,-61.53162917,15.4542715
physeter_macrocephalus,-61.31426283,14.94390617
physeter_macrocephalus,-61.24729883,14.76013717
physeter_macrocephalus,-61.24729883,14.76013717
physeter_macrocephalus,-61.22401733,14.69218083
physeter_macrocephalus,-61.2223705,14.70992633
physeter_macrocephalus,-61.21551467,14.721508
physeter_macrocephalus,-61.21816467,14.6785445
physeter_macrocephalus,-61.24115133,14.6815485
physeter_macrocephalus,-61.22975183,14.6735985
physeter_macrocephalus,-61.22222567,14.66709683
physeter_macrocephalus,-61.21760683,14.6706105
physeter_macrocephalus,-61.21760683,14.6706105
physeter_macrocephalus,-61.22035883,14.68523383
physeter_macrocephalus,-61.22035883,14.68523383
physeter_macrocephalus,-61.42794567,15.19559383
physeter_macrocephalus,-61.42454467,15.21514183
physeter_macrocephalus,-61.43599767,15.2659965
physeter_macrocephalus,-61.455433,15.31851417
physeter_macrocephalus,-61.4738705,15.32586883
physeter_macrocephalus,-61.52178533,15.35799083
physeter_macrocephalus,-61.5884275,15.387168
physeter_macrocephalus,-61.5884275,15.387168
physeter_macrocephalus,-61.497211,15.51111283
physeter_macrocephalus,-61.605524,15.48566933
physeter_macrocephalus,-61.59556233,15.493008
physeter_macrocephalus,-61.5512415,15.569821
physeter_macrocephalus,-61.48418617,15.34762683
physeter_macrocephalus,-61.471655,15.27359783
physeter_macrocephalus,-61.471655,15.27359783
physeter_macrocephalus,-61.471655,15.27359783
physeter_macrocephalus,-61.46985783,15.269022
physeter_macrocephalus,-61.41989367,15.262118
physeter_macrocephalus,-61.41989367,15.262118
physeter_macrocephalus,-61.41800533,15.261941
physeter_macrocephalus,-61.428981,15.25598117
physeter_macrocephalus,-61.48196,15.4632945
physeter_macrocephalus,-61.475571,15.44356417
physeter_macrocephalus,-61.4407505,15.33614167
physeter_macrocephalus,-61.44056283,15.34480517
physeter_macrocephalus,-61.37563717,15.28355967
physeter_macrocephalus,-61.45543833,15.261721
physeter_macrocephalus,-61.5821995,15.29700817
physeter_macrocephalus,-61.55984067,15.28202533
physeter_macrocephalus,-61.54171417,15.29583333
physeter_macrocephalus,-61.47565683,15.36843
physeter_macrocephalus,-61.47565683,15.36843
physeter_macrocephalus,-61.45645217,15.35578617
physeter_macrocephalus,-61.44790667,15.35020183
physeter_macrocephalus,-61.44948383,15.34783067
physeter_macrocephalus,-61.4396025,15.33657083
physeter_macrocephalus,-61.43871733,15.33568567
physeter_macrocephalus,-61.43871733,15.33568567
physeter_macrocephalus,-61.43538067,15.3289425
physeter_macrocephalus,-61.43538067,15.3289425
physeter_macrocephalus,-61.44727367,15.29485167
